BOWLING,over,Mins,Runs,Wicket,Economy,Zeros,fours,sixs,Wide,Noball,counter,bowl_team,Date,Season,Toss_team,First_innings,second_innings,bat_field,Team1_Won,Team2_lost,Player Of The Match,Stadium,Umpires1,Umpires2,TV_Umpire,Res_Umpire,Match_Ref,ImpactPlayers1,Replace1Player1,ImpactPlayers2,ReplacePlayer2,impactTeam1,impactTeam2,T20_debut_1,T20_debut_2
Maheesh Theekshana,4.0,0,41.0,1,10.25,4,1,3,1,0,24,Chennai Super Kings,2023-04-17,2023,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Chennai Super Kings,Royal Challengers Bangalore,Devon Conway,"M Chinnaswamy Stadium, Bengaluru",KN Ananthapadmanabhan,Navdeep Singh,Michael Gough,Abhijit Bhattacharya,Amit Sharma,Akash Singh,Ambati Rayudu,Suyash Prabhudessai,Mohammed Siraj,Chennai Super Kings,Royal Challengers Bangalore,,
Ravindra Jadeja,4.0,0,37.0,0,9.25,3,0,3,0,0,24,Chennai Super Kings,2023-04-17,2023,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Chennai Super Kings,Royal Challengers Bangalore,Devon Conway,"M Chinnaswamy Stadium, Bengaluru",KN Ananthapadmanabhan,Navdeep Singh,Michael Gough,Abhijit Bhattacharya,Amit Sharma,Akash Singh,Ambati Rayudu,Suyash Prabhudessai,Mohammed Siraj,Chennai Super Kings,Royal Challengers Bangalore,,
Matheesha Pathirana,4.0,0,42.0,2,10.5,9,3,3,2,0,24,Chennai Super Kings,2023-04-17,2023,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Chennai Super Kings,Royal Challengers Bangalore,Devon Conway,"M Chinnaswamy Stadium, Bengaluru",KN Ananthapadmanabhan,Navdeep Singh,Michael Gough,Abhijit Bhattacharya,Amit Sharma,Akash Singh,Ambati Rayudu,Suyash Prabhudessai,Mohammed Siraj,Chennai Super Kings,Royal Challengers Bangalore,,
Moeen Ali,1.0,0,13.0,1,13.0,3,0,2,0,0,24,Chennai Super Kings,2023-04-17,2023,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Chennai Super Kings,Royal Challengers Bangalore,Devon Conway,"M Chinnaswamy Stadium, Bengaluru",KN Ananthapadmanabhan,Navdeep Singh,Michael Gough,Abhijit Bhattacharya,Amit Sharma,Akash Singh,Ambati Rayudu,Suyash Prabhudessai,Mohammed Siraj,Chennai Super Kings,Royal Challengers Bangalore,,
Bhuvneshwar Kumar,4.0,0,31.0,1,7.75,8,1,2,0,0,25,Sunrisers Hyderabad,2023-04-18,2023,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Mumbai Indians,Sunrisers Hyderabad,Cameron Green,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Nitin Menon,Vinod Seshan,Virender Sharma,Abhijit Bengeri,Shakti Singh,Abdul Samad,T Natarajan,Riley Meredith,Tilak Varma,Sunrisers Hyderabad,Mumbai Indians,,
Marco Jansen,4.0,0,43.0,2,10.75,11,3,4,1,0,25,Sunrisers Hyderabad,2023-04-18,2023,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Mumbai Indians,Sunrisers Hyderabad,Cameron Green,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Nitin Menon,Vinod Seshan,Virender Sharma,Abhijit Bengeri,Shakti Singh,Abdul Samad,T Natarajan,Riley Meredith,Tilak Varma,Sunrisers Hyderabad,Mumbai Indians,,
Washington Sundar,4.0,0,33.0,0,8.25,10,4,1,0,0,25,Sunrisers Hyderabad,2023-04-18,2023,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Mumbai Indians,Sunrisers Hyderabad,Cameron Green,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Nitin Menon,Vinod Seshan,Virender Sharma,Abhijit Bengeri,Shakti Singh,Abdul Samad,T Natarajan,Riley Meredith,Tilak Varma,Sunrisers Hyderabad,Mumbai Indians,,
T Natarajan,4.0,0,50.0,1,12.5,3,7,1,0,0,25,Sunrisers Hyderabad,2023-04-18,2023,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Mumbai Indians,Sunrisers Hyderabad,Cameron Green,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Nitin Menon,Vinod Seshan,Virender Sharma,Abhijit Bengeri,Shakti Singh,Abdul Samad,T Natarajan,Riley Meredith,Tilak Varma,Sunrisers Hyderabad,Mumbai Indians,,
Mayank Markande,4.0,0,35.0,0,8.75,9,4,1,1,0,25,Sunrisers Hyderabad,2023-04-18,2023,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Mumbai Indians,Sunrisers Hyderabad,Cameron Green,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Nitin Menon,Vinod Seshan,Virender Sharma,Abhijit Bengeri,Shakti Singh,Abdul Samad,T Natarajan,Riley Meredith,Tilak Varma,Sunrisers Hyderabad,Mumbai Indians,,
Arjun Tendulkar,2.5,0,18.0,1,6.35,9,2,0,3,0,25,Mumbai Indians,2023-04-18,2023,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Mumbai Indians,Sunrisers Hyderabad,Cameron Green,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Nitin Menon,Vinod Seshan,Virender Sharma,Abhijit Bengeri,Shakti Singh,Abdul Samad,T Natarajan,Riley Meredith,Tilak Varma,Sunrisers Hyderabad,Mumbai Indians,,
Jason Behrendorff,4.0,0,37.0,2,9.25,7,5,0,1,0,25,Mumbai Indians,2023-04-18,2023,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Mumbai Indians,Sunrisers Hyderabad,Cameron Green,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Nitin Menon,Vinod Seshan,Virender Sharma,Abhijit Bengeri,Shakti Singh,Abdul Samad,T Natarajan,Riley Meredith,Tilak Varma,Sunrisers Hyderabad,Mumbai Indians,,
Riley Meredith,4.0,0,33.0,2,8.25,10,3,1,3,0,25,Mumbai Indians,2023-04-18,2023,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Mumbai Indians,Sunrisers Hyderabad,Cameron Green,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Nitin Menon,Vinod Seshan,Virender Sharma,Abhijit Bengeri,Shakti Singh,Abdul Samad,T Natarajan,Riley Meredith,Tilak Varma,Sunrisers Hyderabad,Mumbai Indians,,
Hrithik Shokeen,1.0,0,12.0,0,12.0,1,0,1,0,0,25,Mumbai Indians,2023-04-18,2023,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Mumbai Indians,Sunrisers Hyderabad,Cameron Green,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Nitin Menon,Vinod Seshan,Virender Sharma,Abhijit Bengeri,Shakti Singh,Abdul Samad,T Natarajan,Riley Meredith,Tilak Varma,Sunrisers Hyderabad,Mumbai Indians,,
Piyush Chawla,4.0,0,43.0,2,10.75,5,4,2,0,0,25,Mumbai Indians,2023-04-18,2023,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Mumbai Indians,Sunrisers Hyderabad,Cameron Green,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Nitin Menon,Vinod Seshan,Virender Sharma,Abhijit Bengeri,Shakti Singh,Abdul Samad,T Natarajan,Riley Meredith,Tilak Varma,Sunrisers Hyderabad,Mumbai Indians,,
Cameron Green,4.0,0,29.0,1,7.25,9,4,0,1,0,25,Mumbai Indians,2023-04-18,2023,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Mumbai Indians,Sunrisers Hyderabad,Cameron Green,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Nitin Menon,Vinod Seshan,Virender Sharma,Abhijit Bengeri,Shakti Singh,Abdul Samad,T Natarajan,Riley Meredith,Tilak Varma,Sunrisers Hyderabad,Mumbai Indians,,
Trent Boult,4.0,1,16.0,1,4.0,18,1,1,0,0,26,Rajasthan Royals,2023-04-19,2023,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Lucknow Super Giants,Rajasthan Royals,Marcus Stoinis,"Sawai Mansingh Stadium, Jaipur",Jayaraman Madanagopal,Yeshwant Barde,Bruce Oxenford,Pranav Joshi,Rajiv Seth,Amit Mishra,Kyle Mayers,Devdutt Padikkal,Yuzvendra Chahal,Lucknow Super Giants,Rajasthan Royals,,
Sandeep Sharma,4.0,0,32.0,1,8.0,8,4,0,0,1,26,Rajasthan Royals,2023-04-19,2023,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Lucknow Super Giants,Rajasthan Royals,Marcus Stoinis,"Sawai Mansingh Stadium, Jaipur",Jayaraman Madanagopal,Yeshwant Barde,Bruce Oxenford,Pranav Joshi,Rajiv Seth,Amit Mishra,Kyle Mayers,Devdutt Padikkal,Yuzvendra Chahal,Lucknow Super Giants,Rajasthan Royals,,
Ravichandran Ashwin,4.0,0,23.0,2,5.75,9,2,0,1,0,26,Rajasthan Royals,2023-04-19,2023,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Lucknow Super Giants,Rajasthan Royals,Marcus Stoinis,"Sawai Mansingh Stadium, Jaipur",Jayaraman Madanagopal,Yeshwant Barde,Bruce Oxenford,Pranav Joshi,Rajiv Seth,Amit Mishra,Kyle Mayers,Devdutt Padikkal,Yuzvendra Chahal,Lucknow Super Giants,Rajasthan Royals,,
Yuzvendra Chahal,4.0,0,41.0,0,10.25,5,3,2,0,0,26,Rajasthan Royals,2023-04-19,2023,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Lucknow Super Giants,Rajasthan Royals,Marcus Stoinis,"Sawai Mansingh Stadium, Jaipur",Jayaraman Madanagopal,Yeshwant Barde,Bruce Oxenford,Pranav Joshi,Rajiv Seth,Amit Mishra,Kyle Mayers,Devdutt Padikkal,Yuzvendra Chahal,Lucknow Super Giants,Rajasthan Royals,,
Jason Holder,4.0,0,38.0,1,9.5,7,3,2,0,0,26,Rajasthan Royals,2023-04-19,2023,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Lucknow Super Giants,Rajasthan Royals,Marcus Stoinis,"Sawai Mansingh Stadium, Jaipur",Jayaraman Madanagopal,Yeshwant Barde,Bruce Oxenford,Pranav Joshi,Rajiv Seth,Amit Mishra,Kyle Mayers,Devdutt Padikkal,Yuzvendra Chahal,Lucknow Super Giants,Rajasthan Royals,,
Naveen-ul-Haq,4.0,0,19.0,0,4.75,11,0,1,1,0,26,Lucknow Super Giants,2023-04-19,2023,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Lucknow Super Giants,Rajasthan Royals,Marcus Stoinis,"Sawai Mansingh Stadium, Jaipur",Jayaraman Madanagopal,Yeshwant Barde,Bruce Oxenford,Pranav Joshi,Rajiv Seth,Amit Mishra,Kyle Mayers,Devdutt Padikkal,Yuzvendra Chahal,Lucknow Super Giants,Rajasthan Royals,,
Yudhvir Singh,2.0,0,27.0,0,13.5,6,2,2,1,0,26,Lucknow Super Giants,2023-04-19,2023,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Lucknow Super Giants,Rajasthan Royals,Marcus Stoinis,"Sawai Mansingh Stadium, Jaipur",Jayaraman Madanagopal,Yeshwant Barde,Bruce Oxenford,Pranav Joshi,Rajiv Seth,Amit Mishra,Kyle Mayers,Devdutt Padikkal,Yuzvendra Chahal,Lucknow Super Giants,Rajasthan Royals,,
Avesh Khan,4.0,0,25.0,3,6.25,12,4,0,0,0,26,Lucknow Super Giants,2023-04-19,2023,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Lucknow Super Giants,Rajasthan Royals,Marcus Stoinis,"Sawai Mansingh Stadium, Jaipur",Jayaraman Madanagopal,Yeshwant Barde,Bruce Oxenford,Pranav Joshi,Rajiv Seth,Amit Mishra,Kyle Mayers,Devdutt Padikkal,Yuzvendra Chahal,Lucknow Super Giants,Rajasthan Royals,,
Marcus Stoinis,4.0,0,28.0,2,7.0,11,3,1,0,0,26,Lucknow Super Giants,2023-04-19,2023,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Lucknow Super Giants,Rajasthan Royals,Marcus Stoinis,"Sawai Mansingh Stadium, Jaipur",Jayaraman Madanagopal,Yeshwant Barde,Bruce Oxenford,Pranav Joshi,Rajiv Seth,Amit Mishra,Kyle Mayers,Devdutt Padikkal,Yuzvendra Chahal,Lucknow Super Giants,Rajasthan Royals,,
Ravi Bishnoi,4.0,0,25.0,0,6.25,8,2,0,0,1,26,Lucknow Super Giants,2023-04-19,2023,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Lucknow Super Giants,Rajasthan Royals,Marcus Stoinis,"Sawai Mansingh Stadium, Jaipur",Jayaraman Madanagopal,Yeshwant Barde,Bruce Oxenford,Pranav Joshi,Rajiv Seth,Amit Mishra,Kyle Mayers,Devdutt Padikkal,Yuzvendra Chahal,Lucknow Super Giants,Rajasthan Royals,,
Amit Mishra,2.0,0,15.0,0,7.5,3,2,0,0,0,26,Lucknow Super Giants,2023-04-19,2023,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Lucknow Super Giants,Rajasthan Royals,Marcus Stoinis,"Sawai Mansingh Stadium, Jaipur",Jayaraman Madanagopal,Yeshwant Barde,Bruce Oxenford,Pranav Joshi,Rajiv Seth,Amit Mishra,Kyle Mayers,Devdutt Padikkal,Yuzvendra Chahal,Lucknow Super Giants,Rajasthan Royals,,
Arshdeep Singh,4.0,0,34.0,1,8.5,8,5,0,1,0,27,Punjab Kings,2023-04-20,2023,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,Punjab Kings,Mohammed Siraj,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Anil Chaudhary,Sadashiv Iyer,Chris Gaffaney,Madanagopal Kuppuraj,Prakash Bhatt,Prabhsimran Singh,Rahul Chahar,Vijaykumar Vyshak,Faf du Plessis,Punjab Kings,Royal Challengers Bangalore,,
Harpreet Brar,3.0,0,31.0,2,10.33,7,1,3,0,0,27,Punjab Kings,2023-04-20,2023,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,Punjab Kings,Mohammed Siraj,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Anil Chaudhary,Sadashiv Iyer,Chris Gaffaney,Madanagopal Kuppuraj,Prakash Bhatt,Prabhsimran Singh,Rahul Chahar,Vijaykumar Vyshak,Faf du Plessis,Punjab Kings,Royal Challengers Bangalore,,
Nathan Ellis,4.0,0,41.0,1,10.25,8,2,3,1,0,27,Punjab Kings,2023-04-20,2023,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,Punjab Kings,Mohammed Siraj,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Anil Chaudhary,Sadashiv Iyer,Chris Gaffaney,Madanagopal Kuppuraj,Prakash Bhatt,Prabhsimran Singh,Rahul Chahar,Vijaykumar Vyshak,Faf du Plessis,Punjab Kings,Royal Challengers Bangalore,,
Sam Curran,4.0,0,27.0,0,6.75,6,1,0,0,1,27,Punjab Kings,2023-04-20,2023,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,Punjab Kings,Mohammed Siraj,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Anil Chaudhary,Sadashiv Iyer,Chris Gaffaney,Madanagopal Kuppuraj,Prakash Bhatt,Prabhsimran Singh,Rahul Chahar,Vijaykumar Vyshak,Faf du Plessis,Punjab Kings,Royal Challengers Bangalore,,
Rahul Chahar,4.0,0,24.0,0,6.0,7,2,0,0,0,27,Punjab Kings,2023-04-20,2023,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,Punjab Kings,Mohammed Siraj,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Anil Chaudhary,Sadashiv Iyer,Chris Gaffaney,Madanagopal Kuppuraj,Prakash Bhatt,Prabhsimran Singh,Rahul Chahar,Vijaykumar Vyshak,Faf du Plessis,Punjab Kings,Royal Challengers Bangalore,,
Liam Livingstone,1.0,0,9.0,0,9.0,0,1,0,0,0,27,Punjab Kings,2023-04-20,2023,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,Punjab Kings,Mohammed Siraj,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Anil Chaudhary,Sadashiv Iyer,Chris Gaffaney,Madanagopal Kuppuraj,Prakash Bhatt,Prabhsimran Singh,Rahul Chahar,Vijaykumar Vyshak,Faf du Plessis,Punjab Kings,Royal Challengers Bangalore,,
Mohammed Siraj,4.0,0,21.0,4,5.25,13,3,0,0,0,27,Royal Challengers Bangalore,2023-04-20,2023,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,Punjab Kings,Mohammed Siraj,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Anil Chaudhary,Sadashiv Iyer,Chris Gaffaney,Madanagopal Kuppuraj,Prakash Bhatt,Prabhsimran Singh,Rahul Chahar,Vijaykumar Vyshak,Faf du Plessis,Punjab Kings,Royal Challengers Bangalore,,
Wayne Parnell,3.0,0,32.0,1,10.66,9,1,4,0,0,27,Royal Challengers Bangalore,2023-04-20,2023,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,Punjab Kings,Mohammed Siraj,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Anil Chaudhary,Sadashiv Iyer,Chris Gaffaney,Madanagopal Kuppuraj,Prakash Bhatt,Prabhsimran Singh,Rahul Chahar,Vijaykumar Vyshak,Faf du Plessis,Punjab Kings,Royal Challengers Bangalore,,
Wanindu Hasaranga,4.0,0,39.0,2,9.75,7,2,3,0,0,27,Royal Challengers Bangalore,2023-04-20,2023,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,Punjab Kings,Mohammed Siraj,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Anil Chaudhary,Sadashiv Iyer,Chris Gaffaney,Madanagopal Kuppuraj,Prakash Bhatt,Prabhsimran Singh,Rahul Chahar,Vijaykumar Vyshak,Faf du Plessis,Punjab Kings,Royal Challengers Bangalore,,
Vijaykumar Vyshak,3.0,0,29.0,0,9.66,6,2,2,1,0,27,Royal Challengers Bangalore,2023-04-20,2023,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,Punjab Kings,Mohammed Siraj,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Anil Chaudhary,Sadashiv Iyer,Chris Gaffaney,Madanagopal Kuppuraj,Prakash Bhatt,Prabhsimran Singh,Rahul Chahar,Vijaykumar Vyshak,Faf du Plessis,Punjab Kings,Royal Challengers Bangalore,,
Glenn Maxwell,1.0,0,5.0,0,5.0,1,0,0,0,0,27,Royal Challengers Bangalore,2023-04-20,2023,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,Punjab Kings,Mohammed Siraj,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Anil Chaudhary,Sadashiv Iyer,Chris Gaffaney,Madanagopal Kuppuraj,Prakash Bhatt,Prabhsimran Singh,Rahul Chahar,Vijaykumar Vyshak,Faf du Plessis,Punjab Kings,Royal Challengers Bangalore,,
Harshal Patel,3.2,0,22.0,1,6.6,10,1,1,1,1,27,Royal Challengers Bangalore,2023-04-20,2023,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,Punjab Kings,Mohammed Siraj,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Anil Chaudhary,Sadashiv Iyer,Chris Gaffaney,Madanagopal Kuppuraj,Prakash Bhatt,Prabhsimran Singh,Rahul Chahar,Vijaykumar Vyshak,Faf du Plessis,Punjab Kings,Royal Challengers Bangalore,,
Ishant Sharma,4.0,0,19.0,2,4.75,13,2,0,1,0,28,Delhi Capitals,2023-04-20,2023,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Delhi Capitals,Kolkata Knight Riders,Ishant Sharma,"Arun Jaitley Stadium, Delhi",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Abhijit Bhattacharya,Amit Sharma,Anukul Roy,Venkatesh Iyer,Prithvi Shaw,Ishant Sharma,Kolkata Knight Riders,Delhi Capitals,,
Mukesh Kumar,4.0,0,34.0,1,8.5,15,2,3,4,0,28,Delhi Capitals,2023-04-20,2023,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Delhi Capitals,Kolkata Knight Riders,Ishant Sharma,"Arun Jaitley Stadium, Delhi",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Abhijit Bhattacharya,Amit Sharma,Anukul Roy,Venkatesh Iyer,Prithvi Shaw,Ishant Sharma,Kolkata Knight Riders,Delhi Capitals,,
Anrich Nortje,4.0,0,20.0,2,5.0,16,3,0,2,0,28,Delhi Capitals,2023-04-20,2023,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Delhi Capitals,Kolkata Knight Riders,Ishant Sharma,"Arun Jaitley Stadium, Delhi",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Abhijit Bhattacharya,Amit Sharma,Anukul Roy,Venkatesh Iyer,Prithvi Shaw,Ishant Sharma,Kolkata Knight Riders,Delhi Capitals,,
Axar Patel,3.0,0,13.0,2,4.33,12,2,0,0,0,28,Delhi Capitals,2023-04-20,2023,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Delhi Capitals,Kolkata Knight Riders,Ishant Sharma,"Arun Jaitley Stadium, Delhi",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Abhijit Bhattacharya,Amit Sharma,Anukul Roy,Venkatesh Iyer,Prithvi Shaw,Ishant Sharma,Kolkata Knight Riders,Delhi Capitals,,
Mitchell Marsh,2.0,0,25.0,0,12.5,2,1,2,2,0,28,Delhi Capitals,2023-04-20,2023,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Delhi Capitals,Kolkata Knight Riders,Ishant Sharma,"Arun Jaitley Stadium, Delhi",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Abhijit Bhattacharya,Amit Sharma,Anukul Roy,Venkatesh Iyer,Prithvi Shaw,Ishant Sharma,Kolkata Knight Riders,Delhi Capitals,,
Kuldeep Yadav,3.0,0,15.0,2,5.0,9,0,1,1,0,28,Delhi Capitals,2023-04-20,2023,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Delhi Capitals,Kolkata Knight Riders,Ishant Sharma,"Arun Jaitley Stadium, Delhi",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Abhijit Bhattacharya,Amit Sharma,Anukul Roy,Venkatesh Iyer,Prithvi Shaw,Ishant Sharma,Kolkata Knight Riders,Delhi Capitals,,
Umesh Yadav,1.0,0,6.0,0,6.0,3,1,0,0,0,28,Kolkata Knight Riders,2023-04-20,2023,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Delhi Capitals,Kolkata Knight Riders,Ishant Sharma,"Arun Jaitley Stadium, Delhi",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Abhijit Bhattacharya,Amit Sharma,Anukul Roy,Venkatesh Iyer,Prithvi Shaw,Ishant Sharma,Kolkata Knight Riders,Delhi Capitals,,
Kulwant Khejroliya,1.2,0,20.0,0,15.0,2,3,0,0,1,28,Kolkata Knight Riders,2023-04-20,2023,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Delhi Capitals,Kolkata Knight Riders,Ishant Sharma,"Arun Jaitley Stadium, Delhi",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Abhijit Bhattacharya,Amit Sharma,Anukul Roy,Venkatesh Iyer,Prithvi Shaw,Ishant Sharma,Kolkata Knight Riders,Delhi Capitals,,
Andre Russell,1.0,0,12.0,0,12.0,3,2,0,0,1,28,Kolkata Knight Riders,2023-04-20,2023,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Delhi Capitals,Kolkata Knight Riders,Ishant Sharma,"Arun Jaitley Stadium, Delhi",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Abhijit Bhattacharya,Amit Sharma,Anukul Roy,Venkatesh Iyer,Prithvi Shaw,Ishant Sharma,Kolkata Knight Riders,Delhi Capitals,,
Sunil Narine,4.0,0,36.0,0,9.0,7,6,0,1,0,28,Kolkata Knight Riders,2023-04-20,2023,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Delhi Capitals,Kolkata Knight Riders,Ishant Sharma,"Arun Jaitley Stadium, Delhi",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Abhijit Bhattacharya,Amit Sharma,Anukul Roy,Venkatesh Iyer,Prithvi Shaw,Ishant Sharma,Kolkata Knight Riders,Delhi Capitals,,
Varun Chakravarthy,4.0,1,16.0,2,4.0,14,2,0,0,0,28,Kolkata Knight Riders,2023-04-20,2023,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Delhi Capitals,Kolkata Knight Riders,Ishant Sharma,"Arun Jaitley Stadium, Delhi",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Abhijit Bhattacharya,Amit Sharma,Anukul Roy,Venkatesh Iyer,Prithvi Shaw,Ishant Sharma,Kolkata Knight Riders,Delhi Capitals,,
Anukul Roy,4.0,0,19.0,2,4.75,13,2,0,2,0,28,Kolkata Knight Riders,2023-04-20,2023,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Delhi Capitals,Kolkata Knight Riders,Ishant Sharma,"Arun Jaitley Stadium, Delhi",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Abhijit Bhattacharya,Amit Sharma,Anukul Roy,Venkatesh Iyer,Prithvi Shaw,Ishant Sharma,Kolkata Knight Riders,Delhi Capitals,,
Nitish Rana,4.0,0,17.0,2,4.25,10,1,0,0,0,28,Kolkata Knight Riders,2023-04-20,2023,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Delhi Capitals,Kolkata Knight Riders,Ishant Sharma,"Arun Jaitley Stadium, Delhi",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Abhijit Bhattacharya,Amit Sharma,Anukul Roy,Venkatesh Iyer,Prithvi Shaw,Ishant Sharma,Kolkata Knight Riders,Delhi Capitals,,
Akash Singh,3.0,0,17.0,1,5.66,10,1,1,0,0,29,Chennai Super Kings,2023-04-21,2023,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Chennai Super Kings,Sunrisers Hyderabad,Ravindra Jadeja,"MA Chidambaram Stadium, Chepauk, Chennai",Saiyed Khalid,Virender Sharma,Nitin Menon,Abhijit Bengeri,Shakti Singh,Ambati Rayudu,Akash Singh,Mayank Dagar,Rahul Tripathi,Chennai Super Kings,Sunrisers Hyderabad,,
Tushar Deshpande,3.0,0,26.0,0,8.66,7,4,0,1,0,29,Chennai Super Kings,2023-04-21,2023,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Chennai Super Kings,Sunrisers Hyderabad,Ravindra Jadeja,"MA Chidambaram Stadium, Chepauk, Chennai",Saiyed Khalid,Virender Sharma,Nitin Menon,Abhijit Bengeri,Shakti Singh,Ambati Rayudu,Akash Singh,Mayank Dagar,Rahul Tripathi,Chennai Super Kings,Sunrisers Hyderabad,,
