batting,out,runs,balls,mins,fours,sixs,SR,counter,bat_team,Date,Season,Toss_team,First_innings,second_innings,bat_field,Team1_Won,Team2_lost,Player Of The Match,Stadium,Umpires1,Umpires2,TV_Umpire,Res_Umpire,Match_Ref,ImpactPlayers1,Replace1Player1,ImpactPlayers2,ReplacePlayer2,impactTeam1,impactTeam2,T20_debut_1,T20_debut_2
Jos Buttler,b Mohammed Shami,0,5,14,0,0,0.0,23,Rajasthan Royals,2023-04-16,2023,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,Rajasthan Royals,Gujarat Titans,Shimron Hetmyer,"Narendra Modi Stadium, Ahmedabad",Anil Chaudhary,Chris Gaffaney,Nand Kishore,Madanagopal Kuppuraj,Prakash Bhatt,Devdutt Padikkal,Yuzvendra Chahal,Noor Ahmad,Shubman Gill,Rajasthan Royals,Gujarat Titans,,
Devdutt Padikkal,c Sharma b Rashid Khan,26,25,38,2,2,104.0,23,Rajasthan Royals,2023-04-16,2023,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,Rajasthan Royals,Gujarat Titans,Shimron Hetmyer,"Narendra Modi Stadium, Ahmedabad",Anil Chaudhary,Chris Gaffaney,Nand Kishore,Madanagopal Kuppuraj,Prakash Bhatt,Devdutt Padikkal,Yuzvendra Chahal,Noor Ahmad,Shubman Gill,Rajasthan Royals,Gujarat Titans,,
Sanju Samson (c)†,c Miller b Noor Ahmad,60,32,61,3,6,187.5,23,Rajasthan Royals,2023-04-16,2023,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,Rajasthan Royals,Gujarat Titans,Shimron Hetmyer,"Narendra Modi Stadium, Ahmedabad",Anil Chaudhary,Chris Gaffaney,Nand Kishore,Madanagopal Kuppuraj,Prakash Bhatt,Devdutt Padikkal,Yuzvendra Chahal,Noor Ahmad,Shubman Gill,Rajasthan Royals,Gujarat Titans,,
Riyan Parag,c Miller b Rashid Khan,5,7,10,0,0,71.42,23,Rajasthan Royals,2023-04-16,2023,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,Rajasthan Royals,Gujarat Titans,Shimron Hetmyer,"Narendra Modi Stadium, Ahmedabad",Anil Chaudhary,Chris Gaffaney,Nand Kishore,Madanagopal Kuppuraj,Prakash Bhatt,Devdutt Padikkal,Yuzvendra Chahal,Noor Ahmad,Shubman Gill,Rajasthan Royals,Gujarat Titans,,
Shimron Hetmyer,not out,56,26,44,2,5,215.38,23,Rajasthan Royals,2023-04-16,2023,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,Rajasthan Royals,Gujarat Titans,Shimron Hetmyer,"Narendra Modi Stadium, Ahmedabad",Anil Chaudhary,Chris Gaffaney,Nand Kishore,Madanagopal Kuppuraj,Prakash Bhatt,Devdutt Padikkal,Yuzvendra Chahal,Noor Ahmad,Shubman Gill,Rajasthan Royals,Gujarat Titans,,
Dhruv Jurel,c Sharma b Mohammed Shami,18,10,19,2,1,180.0,23,Rajasthan Royals,2023-04-16,2023,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,Rajasthan Royals,Gujarat Titans,Shimron Hetmyer,"Narendra Modi Stadium, Ahmedabad",Anil Chaudhary,Chris Gaffaney,Nand Kishore,Madanagopal Kuppuraj,Prakash Bhatt,Devdutt Padikkal,Yuzvendra Chahal,Noor Ahmad,Shubman Gill,Rajasthan Royals,Gujarat Titans,,
Ravichandran Ashwin,c Tewatia b Mohammed Shami,10,3,4,1,1,333.33,23,Rajasthan Royals,2023-04-16,2023,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,Rajasthan Royals,Gujarat Titans,Shimron Hetmyer,"Narendra Modi Stadium, Ahmedabad",Anil Chaudhary,Chris Gaffaney,Nand Kishore,Madanagopal Kuppuraj,Prakash Bhatt,Devdutt Padikkal,Yuzvendra Chahal,Noor Ahmad,Shubman Gill,Rajasthan Royals,Gujarat Titans,,
Trent Boult,not out,0,1,3,0,0,0.0,23,Rajasthan Royals,2023-04-16,2023,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,Rajasthan Royals,Gujarat Titans,Shimron Hetmyer,"Narendra Modi Stadium, Ahmedabad",Anil Chaudhary,Chris Gaffaney,Nand Kishore,Madanagopal Kuppuraj,Prakash Bhatt,Devdutt Padikkal,Yuzvendra Chahal,Noor Ahmad,Shubman Gill,Rajasthan Royals,Gujarat Titans,,
Ruturaj Gaikwad,c Parnell b Mohammed Siraj,3,6,12,0,0,50.0,24,Chennai Super Kings,2023-04-17,2023,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Chennai Super Kings,Royal Challengers Bangalore,Devon Conway,"M Chinnaswamy Stadium, Bengaluru",KN Ananthapadmanabhan,Navdeep Singh,Michael Gough,Abhijit Bhattacharya,Amit Sharma,Akash Singh,Ambati Rayudu,Suyash Prabhudessai,Mohammed Siraj,Chennai Super Kings,Royal Challengers Bangalore,,
Devon Conway,b Patel,83,45,73,6,6,184.44,24,Chennai Super Kings,2023-04-17,2023,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Chennai Super Kings,Royal Challengers Bangalore,Devon Conway,"M Chinnaswamy Stadium, Bengaluru",KN Ananthapadmanabhan,Navdeep Singh,Michael Gough,Abhijit Bhattacharya,Amit Sharma,Akash Singh,Ambati Rayudu,Suyash Prabhudessai,Mohammed Siraj,Chennai Super Kings,Royal Challengers Bangalore,,
